HeatNo,LFVD_AlBloki,LFVD_AlGran,LFVD_Boksit,LFVD_CaO,LFVD_CaSi,LFVD_CASIfi13,LFVD_Cfi13,LFVD_CoMet,LFVD_Cu,LFVD_EPŽŽlindra,LFVD_FeAl,LFVD_FeB,LFVD_FeBŽica,LFVD_FeCrNit,LFVD_FeCrA,LFVD_FeCrC,LFVD_FeCrCSi,LFVD_FeCrC51,LFVD_FeMnA,LFVD_FeMnC,LFVD_FeMo,LFVD_FeNbTa,LFVD_FeNbTafi13,LFVD_FeS,LFVD_FeSi,LFVD_FeSiZrŽica,LFVD_FeTi,LFVD_FeTifi13,LFVD_FeV,LFVD_FeW72,LFVD_KarboritMleti,LFVD_MnMet,LFVD_NiGran,LFVD_NiKatode,LFVD_NiOksid,LFVD_OdpCu,LFVD_Polymox,LFVD_SŽica,LFVD_SiMet,LFVD_SiMn,LFVD_SLAGMAG65B,LFVD_KarboritZaVpih,LFVD_Ni90,LFVD_AlŽica,LFVD_Molyquick,LFVD_AlOplašèenaŽica,LFVD_BelaŽlindra,LFVD_Kisik,LFVD_KalcijevKarbid,LFVD_WPaketi,LFVD_SintŽlindra
86888,0,0,100,550,0,13.8,91.5,0,0,150,0,0,0,0,0,700,0,0,0,50,95,0,0,0,0,0,0,0,380,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
86912,0,0,80,350,0,13.6,9.0,0,0,150,0,0,0,0,0,340,0,0,0,60,130,0,0,0,90,0,0,0,425,0,160,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
86922,5,10,200,600,0,14.7,15.0,0,0,150,0,0,0,0,0,600,0,0,0,88,145,0,0,0,155,0,0,0,307,0,85,0,0,0,0,0,0,0.0,0,0,250,0,0,0.0,0,8.7,0,0,50,0,0
86923,0,10,70,350,0,14.0,0.0,0,0,150,0,0,0,0,0,400,0,0,0,80,100,0,0,0,125,0,0,0,209,0,275,0,0,0,0,0,0,0.0,0,0,250,0,0,0.0,0,2.3,0,0,50,0,0
86931,0,10,160,550,0,15.6,10.5,0,0,150,0,0,0,0,0,500,0,0,0,66,77,0,0,0,120,0,0,0,335,0,260,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
86948,0,0,90,450,0,14.5,0.0,0,0,150,0,0,0,0,0,820,0,0,0,75,92,0,0,0,45,0,0,0,412,0,55,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
86954,0,0,160,500,0,13.8,30.0,0,0,150,0,0,0,0,0,390,0,0,0,25,145,0,0,0,140,0,0,0,340,0,170,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,50,0,0
86957,5,0,80,500,0,16.1,0.0,0,0,150,0,0,0,0,300,1750,0,0,0,0,180,0,0,0,130,0,0,0,375,0,0,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,4.4,0,0,50,0,0
86965,0,0,220,450,0,0.0,19.5,0,0,150,0,0,0,0,0,700,0,0,0,65,45,0,0,0,70,0,0,0,195,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
86971,10,0,150,350,0,15.9,12.0,0,0,100,0,0,0,0,330,610,0,0,0,0,112,0,0,0,55,0,0,0,335,0,0,0,0,0,0,0,0,0.0,0,15,0,0,0,0.0,0,5.2,0,0,50,0,0
86972,10,0,170,350,0,15.9,15.0,0,0,120,0,0,0,0,0,0,0,0,0,0,125,0,0,0,70,0,0,0,320,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,50,0,0
86983,5,0,140,350,0,15.6,18.0,0,0,150,0,0,0,0,0,510,0,0,0,50,135,0,0,0,20,0,0,0,335,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87001,0,0,80,400,0,15.2,0.0,0,0,150,0,0,0,0,300,900,0,0,0,0,129,0,0,0,117,0,0,0,451,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87007,0,0,80,500,0,15.2,15.0,0,0,150,0,0,0,0,200,700,0,0,0,0,40,0,0,0,100,0,0,0,445,0,0,0,0,0,0,0,0,0.0,0,75,0,0,0,0.0,0,1.0,0,0,50,0,0
87039,5,0,70,350,0,14.3,0.0,0,0,150,0,0,0,0,0,1100,0,0,0,50,116,0,0,0,158,0,0,0,427,0,185,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87040,0,0,350,1000,0,49.5,0.0,0,0,150,0,0,0,0,0,1350,0,0,0,120,0,0,0,0,110,0,0,0,529,0,85,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87041,0,0,250,800,0,61.0,22.5,0,0,150,0,0,0,0,0,550,0,0,0,133,60,0,0,0,77,0,0,0,515,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87053,0,0,140,300,0,14.3,37.5,0,0,110,0,0,0,0,0,0,0,0,0,40,110,0,0,0,110,0,0,0,305,0,145,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,50,0,0
87074,0,0,50,150,0,23.0,6.0,0,0,150,0,0,0,0,350,480,0,0,0,15,25,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,1.9,0,0,50,0,0
87075,0,0,150,650,0,42.1,0.0,0,0,150,0,0,0,0,660,300,0,0,0,0,82,0,0,0,20,0,0,0,335,0,0,0,0,0,0,0,0,0.0,0,65,0,0,0,0.0,0,2.9,0,0,50,0,0
87093,0,0,100,500,0,15.2,6.8,0,0,150,0,0,0,0,0,1070,0,0,0,143,150,0,0,0,113,0,0,0,325,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87094,5,0,140,450,0,15.4,0.0,0,0,150,0,0,0,0,200,1080,0,0,0,0,100,0,0,0,40,0,0,0,325,0,0,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0,4.8,0,0,50,0,0
87095,0,0,135,500,0,15.0,9.0,0,0,150,0,0,0,0,0,1050,0,0,0,50,115,0,0,0,130,0,0,0,420,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87096,0,0,140,500,0,14.7,12.0,0,0,150,0,0,0,0,0,480,0,0,0,40,210,0,0,0,70,0,0,0,252,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87116,3,0,140,510,0,14.7,37.5,0,0,120,0,0,0,0,0,80,0,0,0,0,80,0,0,0,50,0,0,0,279,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87119,5,0,130,550,0,52.0,4.5,0,0,0,0,0,0,0,0,550,0,0,0,0,270,0,0,0,0,0,0,0,305,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87124,5,0,270,700,0,80.5,0.0,0,0,130,0,0,0,0,50,1070,0,0,0,62,210,0,0,0,55,0,0,0,370,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87133,4,0,200,550,0,15.9,30.0,0,0,0,0,0,0,0,100,450,0,0,0,55,160,0,0,0,170,0,0,0,465,0,80,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87137,5,0,200,350,0,50.1,39.0,0,0,0,0,0,0,0,350,140,0,0,0,0,125,0,0,0,50,0,0,0,362,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,50,0,0
87138,12,0,200,950,0,15.4,15.0,0,0,0,0,0,0,0,0,200,0,0,0,40,150,0,0,0,140,0,0,0,295,0,55,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87139,0,0,290,450,0,14.7,0.0,0,0,0,0,0,0,0,250,1000,0,0,0,50,127,0,0,0,105,0,0,0,430,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87150,0,0,180,350,0,15.0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,40,0,0,0,360,0,115,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,50,0,0
87153,4,0,280,500,0,15.9,16.5,0,0,0,0,0,0,0,0,1000,0,0,0,30,105,0,0,0,85,0,0,0,265,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.4,0,0,50,0,0
87169,0,0,200,350,0,15.2,0.0,0,0,0,0,0,0,0,20,540,0,0,0,15,40,0,0,0,55,0,0,0,384,0,60,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,1.9,0,0,50,0,0
87170,0,0,240,500,0,14.5,19.5,0,0,0,0,0,0,0,0,620,0,0,0,75,155,0,0,0,80,0,0,0,385,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
87193,5,0,290,510,0,49.9,16.5,0,0,0,0,0,0,0,0,0,0,0,0,20,100,0,0,0,150,0,0,0,288,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,50,0,0
87194,5,0,290,500,0,15.0,6.0,0,0,0,0,0,0,0,0,450,0,0,0,50,27,0,0,0,115,0,0,0,275,0,115,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,50,0,0
87198,0,0,220,350,0,15.0,15.0,0,0,0,0,0,0,0,100,120,0,0,0,70,124,0,0,0,152,0,0,0,400,0,230,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87209,0,0,80,400,0,14.0,0.0,0,0,0,0,0,0,0,0,600,0,0,0,70,160,0,0,0,120,0,0,0,365,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87210,0,0,210,350,0,15.9,0.0,0,0,0,0,0,0,0,0,200,0,0,0,70,122,0,0,0,110,0,0,0,411,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87212,5,0,230,400,0,13.6,0.0,0,0,0,0,0,0,0,0,250,0,0,0,60,80,0,0,0,100,0,0,0,258,0,130,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87217,5,0,200,350,0,23.0,22.5,0,0,0,0,0,0,0,0,820,0,0,0,20,60,0,0,0,115,0,0,0,335,0,150,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,6.8,0,0,50,0,0
87218,0,0,190,350,0,15.0,9.0,0,0,0,0,0,0,0,0,1240,0,0,0,0,80,0,0,0,65,0,0,0,315,0,75,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0,5.4,0,0,50,0,0
87229,0,0,150,450,0,17.3,27.0,0,0,0,0,0,0,0,0,2300,0,0,0,20,90,0,0,0,100,0,0,0,240,0,45,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0,2.9,0,0,50,0,0
87231,4,0,210,350,0,14.7,24.0,0,0,0,0,0,0,0,0,610,0,0,0,85,125,0,0,0,82,0,0,0,424,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87232,5,0,220,350,0,15.4,27.0,0,0,0,0,0,0,0,0,100,0,0,0,82,189,0,0,0,88,0,0,0,425,0,175,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.3,0,0,50,0,0
87250,0,0,310,400,0,14.7,13.5,0,0,0,0,0,0,0,600,410,0,0,0,20,150,0,0,0,82,0,0,0,407,0,0,0,0,0,0,0,0,0.0,0,40,0,0,0,0.0,0,2.5,0,0,50,0,0
87259,5,0,200,300,0,15.4,0.0,0,0,0,0,0,0,0,40,0,0,1500,0,50,170,0,0,0,10,0,0,0,433,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87260,0,0,250,500,0,15.6,13.5,0,0,0,0,0,0,0,200,0,0,1500,0,60,140,0,0,0,0,0,0,0,415,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.8,0,0,50,0,0
87261,0,0,220,450,0,14.5,19.5,0,0,0,0,0,0,0,0,0,0,1690,0,50,160,0,0,0,20,0,0,0,470,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,50,0,0
87264,0,0,210,400,0,15.9,0.0,0,0,0,0,0,0,0,210,900,0,0,0,70,230,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,50,0,0
87265,9,0,200,450,0,15.6,0.0,0,0,0,0,0,0,0,0,360,0,0,0,0,120,0,0,0,25,0,0,0,280,0,0,0,0,0,0,0,0,0.0,0,60,0,0,0,0.0,0,4.8,0,0,50,0,0
87266,5,0,200,480,0,15.4,0.0,0,0,0,0,0,0,0,370,680,0,0,0,0,105,0,0,0,75,0,0,0,295,0,0,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0,4.8,0,0,50,0,0
87281,5,0,190,300,0,15.6,18.0,0,0,0,0,0,0,0,0,210,0,0,0,60,160,0,0,0,50,0,0,0,315,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87310,0,0,80,300,0,14.3,0.0,0,0,150,0,0,0,0,100,200,0,0,0,60,165,0,0,0,120,0,0,0,200,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87321,4,0,130,450,0,16.1,3.0,0,0,150,0,0,0,0,0,120,0,0,0,45,150,0,0,0,65,0,0,0,355,0,165,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87330,0,0,110,350,0,13.8,13.5,0,0,150,0,0,0,0,0,860,0,0,0,90,220,0,0,0,70,0,0,0,400,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,50,0,0
87352,0,0,120,350,0,15.6,19.5,0,0,60,0,0,0,0,0,480,0,0,0,0,110,0,0,0,90,0,0,0,265,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.2,0,0,50,0,0
87360,10,0,210,550,0,14.7,0.0,0,0,0,0,0,0,0,0,70,0,0,0,60,120,0,0,0,105,0,0,0,240,0,190,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.9,0,0,50,0,0
87362,0,0,0,400,0,15.2,0.0,0,0,100,0,0,0,0,0,1000,0,0,0,71,119,0,0,0,153,0,0,0,435,0,165,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87374,0,0,190,350,0,14.7,9.0,0,0,0,0,0,0,0,0,440,0,0,0,40,75,0,0,0,160,0,0,0,390,0,155,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,50,0,0
87381,4,0,80,400,0,15.6,10.5,0,0,120,0,0,0,0,0,700,0,0,0,0,80,0,0,0,150,0,0,0,270,0,180,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0,5.8,0,0,50,0,0
87382,0,0,220,400,0,14.0,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,205,0,0,0,82,0,0,0,215,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
87389,0,0,200,350,0,14.3,7.5,0,0,0,0,0,0,0,310,580,0,0,0,0,230,0,0,0,145,0,0,0,270,0,90,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,2.9,0,0,45,0,0
87396,12,0,70,450,0,15.0,0.0,0,0,100,0,0,0,0,0,520,0,0,0,70,100,0,0,0,105,0,0,0,317,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87397,8,0,220,550,0,15.4,0.0,0,0,120,0,0,0,0,0,800,0,0,0,0,152,0,0,0,110,0,0,0,310,0,90,0,0,0,0,0,0,0.0,0,32,0,0,0,0.0,0,2.9,0,0,50,0,0
87398,0,0,100,500,0,15.4,0.0,0,0,150,0,0,0,0,0,400,0,0,0,73,135,0,0,0,110,0,0,0,88,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87409,8,0,120,0,0,15.6,12.0,0,0,150,0,0,0,0,70,900,0,0,0,70,92,0,0,0,95,0,0,0,90,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,0,0,0
87418,0,0,240,400,0,15.9,16.5,0,0,0,0,0,0,0,0,420,0,0,0,135,125,0,0,0,160,0,0,0,453,0,260,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.5,0,0,50,0,0
87419,0,0,200,300,0,15.2,30.0,0,0,0,0,0,0,0,0,470,0,0,0,30,100,0,0,0,75,0,0,0,423,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,50,0,0
87429,10,0,240,420,0,16.1,0.0,0,0,120,0,0,0,0,100,700,0,0,0,0,142,0,0,0,82,0,0,0,352,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,50,0,0
87430,10,0,220,800,0,49.7,15.0,0,0,220,0,0,0,0,0,0,0,0,0,30,115,0,0,0,82,0,0,0,528,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87431,0,0,120,350,0,15.4,25.5,0,0,120,0,0,0,0,0,0,0,0,0,75,220,0,0,0,90,0,0,0,475,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.3,0,0,50,0,0
87438,4,0,130,400,0,15.0,10.5,0,0,150,0,0,0,0,120,270,0,0,0,30,50,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0.0,0,60,0,0,0,0.0,0,4.8,0,0,50,0,0
87445,15,0,230,500,0,15.6,25.5,0,0,0,0,0,0,0,0,440,0,0,0,30,105,0,0,0,120,0,0,0,360,0,225,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.0,0,0,50,0,0
87446,0,0,80,450,0,14.0,22.5,0,0,150,0,0,0,0,0,270,0,0,0,70,110,0,0,0,100,0,0,0,405,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,50,0,0
87447,4,0,80,450,0,14.5,33.0,0,0,150,0,0,0,0,0,1700,0,0,0,80,210,0,0,0,40,0,0,0,320,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87457,3,0,370,700,0,13.6,15.0,0,0,0,0,0,0,0,0,1430,0,0,0,0,113,0,0,0,130,0,0,0,305,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87461,4,0,100,350,0,15.0,51.0,0,0,150,0,0,0,0,0,850,0,0,0,15,105,0,0,0,130,0,0,0,403,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.2,0,0,50,0,0
87471,10,0,90,400,0,15.4,30.0,0,0,150,0,0,0,0,0,720,0,0,0,0,170,0,0,0,152,0,0,0,425,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87472,5,0,200,350,0,15.4,18.0,0,0,0,0,0,0,0,0,820,0,0,0,30,201,0,0,0,140,0,0,0,420,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87489,5,0,80,400,0,15.0,0.0,0,0,150,0,0,0,0,0,400,0,0,0,20,120,0,0,0,135,0,0,0,405,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,50,0,0
87490,5,0,200,350,0,15.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,10,260,0,0,0,170,0,0,0,280,0,235,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.2,0,0,50,0,0
87491,10,0,250,700,0,49.0,4.5,0,0,150,0,0,0,0,0,410,0,0,0,45,135,0,0,0,60,0,0,0,355,0,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.8,0,0,50,0,0
87492,0,0,230,350,0,15.4,22.5,0,0,0,0,0,0,0,0,740,0,0,0,0,150,0,0,0,95,0,0,0,400,0,45,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,1.9,0,0,50,0,0
87510,4,0,130,450,0,14.7,21.0,0,0,150,0,0,0,0,0,1100,0,0,0,55,365,0,0,0,95,0,0,0,322,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,50,0,0
87511,0,0,90,350,0,15.4,0.0,0,0,150,0,0,0,0,0,1400,0,0,0,70,300,0,0,0,80,0,0,0,420,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.3,0,0,50,0,0
87524,0,0,140,480,0,14.0,15.0,0,0,150,0,0,0,0,0,900,0,0,0,20,150,0,0,0,90,0,0,0,375,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87539,10,0,210,350,0,14.7,0.0,0,0,0,0,0,0,0,0,475,0,0,0,10,95,0,0,0,115,0,0,0,280,0,200,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,4.2,0,0,50,0,0
87540,5,0,230,650,0,14.7,0.0,0,0,0,0,0,0,0,150,420,0,0,0,0,125,0,0,0,90,0,0,0,266,0,60,0,0,0,0,0,0,0.0,0,65,0,0,0,0.0,0,5.8,0,0,50,0,0
87544,0,0,90,400,0,15.0,9.0,0,0,150,0,0,0,0,0,980,0,0,0,20,75,0,0,0,90,0,0,0,385,0,30,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,1.9,0,0,50,0,0
87554,0,0,150,450,0,15.6,0.0,0,0,130,0,0,0,0,450,0,0,1100,0,50,350,0,0,0,0,0,0,0,460,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87573,4,0,220,700,0,38.2,25.5,0,0,150,0,0,0,0,0,280,0,0,0,60,85,0,0,0,155,0,0,0,305,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87574,4,0,230,450,0,14.3,0.0,0,0,150,0,0,0,0,0,1400,0,0,0,80,90,0,0,0,100,0,0,0,301,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,50,0,0
87575,0,0,230,350,0,15.2,0.0,0,0,0,0,0,0,0,0,105,0,0,0,80,120,0,0,0,110,0,0,0,415,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,50,0,0
87577,3,0,70,350,0,14.0,15.0,0,0,100,0,0,0,0,0,700,0,50,0,90,214,0,0,0,142,0,0,0,385,0,90,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87584,0,0,200,500,0,15.2,10.5,0,0,150,0,0,0,0,470,1800,0,0,0,0,60,0,0,0,75,0,0,0,280,0,0,0,0,0,0,0,0,0.0,0,105,0,0,0,0.0,0,0.0,0,0,50,0,0
87585,4,0,200,480,0,14.5,13.5,0,0,150,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0,6.0,0,0,50,0,0
87594,3,0,120,450,0,14.3,6.0,0,0,150,0,0,0,0,0,400,0,0,0,50,20,0,0,0,115,0,0,0,360,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
87604,0,0,200,560,0,14.7,7.5,0,0,160,0,0,0,0,0,630,0,0,0,30,170,0,0,0,115,0,0,0,392,0,155,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,50,0,0
87623,5,0,250,350,0,15.2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,90,0,0,0,315,0,60,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,5.4,0,0,50,0,0
87624,0,0,140,450,0,13.8,0.0,0,0,150,0,0,0,0,0,0,0,0,0,0,53,0,0,0,70,0,0,0,290,0,0,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0,6.8,0,0,50,0,0
87626,0,0,230,470,0,13.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,70,315,0,0,0,120,0,0,0,400,0,155,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,50,0,0
87636,5,0,250,400,0,15.2,9.0,0,0,0,0,0,0,0,0,0,0,0,0,75,185,0,0,0,130,0,0,0,290,0,240,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87637,0,0,230,450,0,14.3,4.5,0,0,0,0,0,0,0,250,360,0,100,0,30,150,0,0,0,155,0,0,0,378,0,375,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.5,0,0,50,0,0
87638,0,0,210,400,0,14.0,0.0,0,0,150,0,0,0,0,0,1880,0,0,0,20,140,0,0,0,90,0,0,0,277,0,70,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,2.3,0,0,50,0,0
87654,0,0,290,500,0,14.0,19.5,0,0,0,0,0,0,0,0,200,0,0,0,40,260,0,0,0,115,0,0,0,338,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
87661,0,0,80,350,0,15.4,4.5,0,0,0,0,0,0,0,0,960,0,0,0,20,155,0,0,0,110,0,0,0,425,0,95,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,2.9,0,0,50,0,0
87669,8,0,160,450,0,14.5,0.0,0,0,150,0,0,0,0,0,1350,0,0,0,80,170,0,0,0,110,0,0,0,378,0,180,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
87670,4,0,160,400,0,14.7,18.0,0,0,150,0,0,0,0,0,1150,0,0,0,90,300,0,0,0,85,0,0,0,315,0,200,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87671,0,0,230,400,0,13.8,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,82,0,0,0,420,0,160,0,0,0,0,0,0,0.0,0,60,0,0,0,0.0,0,1.9,0,0,50,0,0
87679,5,0,200,490,0,15.6,18.0,0,0,150,0,0,0,0,0,850,0,0,0,0,135,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,50,0,0
87680,0,0,200,450,0,14.7,0.0,0,0,150,0,0,0,0,0,400,0,0,0,60,125,0,0,0,70,0,0,0,390,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
87691,0,0,220,400,0,14.5,31.5,0,0,0,0,0,0,0,0,250,0,0,0,64,185,0,0,0,138,0,0,0,430,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,50,0,0
87719,0,0,250,450,0,15.6,22.5,0,0,150,0,0,0,0,0,1550,0,0,0,30,100,0,0,0,60,0,0,0,425,0,70,0,0,0,0,0,0,0.0,0,25,0,0,0,0.0,0,1.5,0,0,50,0,0
87720,0,0,100,350,0,13.6,0.0,0,0,100,0,0,0,0,0,650,0,0,0,71,58,0,0,0,69,0,0,0,296,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
